PROMOTIONID,DOMAINNAMEID,EXPIREDATE
605668,3094,2022-02-22 23:59:59.000 Z
606127,1909,
605988,376721,2022-02-28 23:59:59.000 Z
605959,3379,2022-02-24 23:59:59.000 Z
605925,467634,2022-03-19 23:59:59.000 Z
605794,283253,2022-02-21 23:59:59.000 Z
605748,347384,2022-02-23 23:59:59.000 Z
605790,91808,2022-02-22 23:59:59.000 Z
605850,28685,2022-02-21 23:59:59.000 Z
606011,1909,2022-02-27 23:59:59.000 Z
606028,1909,
606031,1909,
606032,1909,
606034,1909,
605914,375587,2022-02-22 23:59:59.000 Z
606033,1909,
605617,241903,
605609,51960,
605613,494915,
605616,115570,
605618,13009,
605615,118284,
605614,140541,
605465,18561,2022-02-21 23:59:59.000 Z
606273,201596,2022-02-28 23:59:59.000 Z
605453,2492,2022-03-31 23:59:59.000 Z
606243,1909,2022-03-03 23:59:59.000 Z
606298,2685,2022-03-31 23:59:59.000 Z
606189,2661,2022-02-28 23:59:59.000 Z
606245,370480,2022-03-01 23:59:59.000 Z
606276,3341,2022-03-02 23:59:59.000 Z
606299,140209,2022-02-26 23:59:59.000 Z
606359,324891,2022-03-04 23:59:59.000 Z
606266,2625,2022-04-03 23:59:59.000 Z
605543,11480,2022-02-27 23:59:59.000 Z
606228,3513,2022-03-07 23:59:59.000 Z
606261,2625,
606169,114564,2022-03-10 23:59:59.000 Z
605226,15854,2022-02-15 23:59:59.000 Z
605513,193537,2022-02-23 23:59:59.000 Z
605401,206222,2022-02-13 23:59:59.000 Z
605220,2246,2022-02-13 23:59:59.000 Z
605441,2453,2022-02-27 23:59:59.000 Z
605323,11565,2022-02-14 23:59:59.000 Z
605522,2453,2022-02-21 23:59:59.000 Z
605527,2418,
605274,140266,2022-02-14 23:59:59.000 Z
605530,10865,
605528,2418,
605533,10865,
605532,10865,
605496,1909,2022-02-21 23:59:59.000 Z
605531,10865,2022-02-16 23:59:59.000 Z
605271,114564,2022-02-17 23:59:59.000 Z
605353,3607,2022-02-16 23:59:59.000 Z
605399,3063,2022-02-18 23:59:59.000 Z
605398,3063,2022-02-19 23:59:59.000 Z
605340,206222,2022-02-14 23:59:59.000 Z
605493,1909,
605479,1909,
605494,1909,
604985,295158,
605461,30482,2022-02-20 23:59:59.000 Z
605492,1909,
605497,2500,2022-02-23 23:59:59.000 Z
605303,184786,2022-02-16 23:59:59.000 Z
605415,381476,2022-02-15 23:59:59.000 Z
605142,3341,2022-02-14 23:59:59.000 Z
605206,2343,2022-02-14 23:59:59.000 Z
606387,505964,
606385,505964,
606389,505964,
606388,505964,
606384,505964,
606383,1909,
605186,418341,2022-03-01 23:59:59.000 Z
605807,1925,2023-02-28 23:59:59.000 Z
606807,1909,
605138,3014,2022-12-31 23:59:59.000 Z
606631,3513,2022-03-11 23:59:59.000 Z
606814,1909,2022-03-10 23:59:59.000 Z
606060,171954,2022-04-30 23:59:59.000 Z
605473,6801,
606637,474189,2022-03-13 23:59:59.000 Z
606416,489366,2022-12-30 23:59:59.000 Z
606635,442355,2022-03-31 23:59:59.000 Z
606638,5919,2022-03-06 23:59:59.000 Z
606757,1872,
606762,1872,
606601,3435,2022-12-31 23:59:59.000 Z
606729,3568,2022-03-05 23:59:59.000 Z
606773,162000,
606784,3568,2022-03-13 23:59:59.000 Z
606778,1872,2022-03-12 23:59:59.000 Z
606763,1872,
606754,201596,2022-03-13 23:59:59.000 Z
606487,492387,2022-03-28 23:59:59.000 Z
606609,481127,2022-12-31 23:59:59.000 Z
606486,492387,2022-03-28 23:59:59.000 Z
606485,492387,2022-03-28 23:59:59.000 Z
606237,113920,2022-03-13 23:59:59.000 Z
606610,437362,2022-12-31 23:59:59.000 Z
606605,4178,2022-03-31 23:59:59.000 Z
606611,3436,2022-12-31 23:59:59.000 Z
606743,1909,2022-03-15 23:59:59.000 Z
606785,30482,
606617,115944,2022-03-11 23:59:59.000 Z
606787,1872,
606799,442149,2022-03-13 23:59:59.000 Z
605924,87917,
606765,2001,2022-03-12 23:59:59.000 Z
606232,430017,2022-03-12 23:59:59.000 Z
605423,436778,2022-03-31 23:59:59.000 Z
606272,377634,2022-03-06 23:59:59.000 Z
606160,5801,2022-03-13 23:59:59.000 Z
605468,2365,
606492,30437,2022-03-31 23:59:59.000 Z
606623,140209,
606101,2792,2022-03-09 23:59:59.000 Z
605191,4670,
606576,473496,
606171,158365,
605972,1909,2022-02-24 23:59:59.000 Z
605650,1834,2022-02-21 23:59:59.000 Z
605583,16708,2022-02-21 23:59:59.000 Z
606021,48003,
605706,433841,2022-02-27 23:59:59.000 Z
606022,48003,
606023,287930,2022-03-02 23:59:59.000 Z
605833,411980,2022-04-07 23:59:59.000 Z
606025,3687,2022-02-28 23:59:59.000 Z
605734,4500,2022-02-21 23:59:59.000 Z
605970,3426,2022-12-31 23:59:59.000 Z
605058,3555,
605872,2016,2022-02-21 23:59:59.000 Z
605444,2497,2022-02-27 23:59:59.000 Z
604924,3651,2022-03-01 23:59:59.000 Z
605620,154646,2022-02-25 23:59:59.000 Z
606120,1733,2022-03-01 23:59:59.000 Z
606112,46444,2022-04-30 23:59:59.000 Z
606111,2931,2022-03-31 23:59:59.000 Z
606133,153389,2022-03-06 23:59:59.000 Z
606129,375679,
606113,411980,2022-04-07 23:59:59.000 Z
605974,10125,2022-02-27 23:59:59.000 Z
606099,295158,2022-03-01 23:59:59.000 Z
606096,1909,
606117,1909,
605965,7653,2022-03-02 23:59:59.000 Z
606056,2001,2022-02-26 23:59:59.000 Z
605120,7463,2022-03-01 23:59:59.000 Z
606043,3341,2022-02-26 23:59:59.000 Z
604930,61922,2022-02-27 23:59:59.000 Z
605976,402723,2022-02-25 23:59:59.000 Z
605403,127346,2022-02-23 23:59:59.000 Z
605561,184786,2022-03-02 23:59:59.000 Z
605982,2073,2022-02-27 23:59:59.000 Z
605979,40324,2022-02-28 23:59:59.000 Z
605983,435594,2022-02-28 23:59:59.000 Z
605900,34143,2022-02-28 23:59:59.000 Z
605980,140266,2022-02-26 23:59:59.000 Z
605986,96025,2022-02-28 23:59:59.000 Z
605989,3871,2022-03-02 23:59:59.000 Z
605991,107394,2022-03-24 23:59:59.000 Z
605990,5088,2022-02-26 23:59:59.000 Z
605994,3940,2022-02-23 23:59:59.000 Z
605992,184674,2022-04-03 23:59:59.000 Z
606201,2343,2022-03-02 23:59:59.000 Z
606188,2001,2022-02-26 23:59:59.000 Z
606000,11480,2023-01-31 23:59:59.000 Z
605993,4964,2022-03-17 23:59:59.000 Z
606044,2515,2022-03-09 23:59:59.000 Z
606008,8254,2022-02-26 23:59:59.000 Z
606012,141106,2022-03-23 23:59:59.000 Z
605092,2574,2022-02-25 23:59:59.000 Z
605621,2385,2022-02-21 23:59:59.000 Z
605242,87917,2022-02-21 23:59:59.000 Z
606024,455271,
606027,12339,2022-03-15 23:59:59.000 Z
606026,15709,2022-02-25 23:59:59.000 Z
606029,349384,2022-02-25 23:59:59.000 Z
606030,56471,2022-03-01 23:59:59.000 Z
605843,2363,2022-03-27 23:59:59.000 Z
606185,30482,
606088,1909,
605788,2001,2022-02-26 23:59:59.000 Z
606063,30482,
606100,2582,
606092,1909,
606141,30482,
606184,30482,
606180,30482,
606051,4976,
606039,375874,2022-03-04 23:59:59.000 Z
605510,401567,2022-02-25 23:59:59.000 Z
606087,1909,
606040,4751,2022-03-03 23:59:59.000 Z
606107,2582,
606186,30482,
606071,1909,
606157,30482,
606179,30482,
606048,2931,
606076,1909,
606054,1909,
606047,360071,2022-03-01 23:59:59.000 Z
606204,3063,2022-03-19 23:59:59.000 Z
606187,463018,2022-02-27 23:59:59.000 Z
606050,64921,2022-02-28 23:59:59.000 Z
606052,435729,2022-03-02 23:59:59.000 Z
606053,1805,2022-02-28 23:59:59.000 Z
605896,3081,2022-03-29 23:59:59.000 Z
605515,333966,2022-02-28 23:59:59.000 Z
606121,140209,2022-02-26 23:59:59.000 Z
605870,2527,2022-03-05 23:59:59.000 Z
606059,51960,2022-02-25 23:59:59.000 Z
606055,343169,2022-03-16 23:59:59.000 Z
605649,3032,2022-02-21 23:59:59.000 Z
605859,1909,2022-02-21 23:59:59.000 Z
605887,1909,2022-03-06 23:59:59.000 Z
605741,494915,2022-02-24 23:59:59.000 Z
605736,390965,2022-12-31 23:59:59.000 Z
605746,375679,2022-12-31 23:59:59.000 Z
605799,17180,
605764,115395,2022-02-21 23:59:59.000 Z
605733,30437,2022-02-28 23:59:59.000 Z
604949,153389,2022-02-27 23:59:59.000 Z
605739,454311,2022-02-22 23:59:59.000 Z
605773,3513,2022-02-23 23:59:59.000 Z
605195,3540,2022-03-29 23:59:59.000 Z
605692,289791,2022-02-21 23:59:59.000 Z
605892,1909,
605732,86599,2022-02-21 23:59:59.000 Z
605745,83906,2022-02-20 23:59:59.000 Z
605632,27664,2022-03-07 23:59:59.000 Z
605626,27664,2022-02-21 23:59:59.000 Z
605635,27664,2022-03-07 23:59:59.000 Z
605634,27664,2022-03-07 23:59:59.000 Z
605781,206222,2022-02-20 23:59:59.000 Z
605239,87917,2022-02-21 23:59:59.000 Z
605890,1909,
605809,34143,2022-02-22 23:59:59.000 Z
605895,289791,2022-03-03 23:59:59.000 Z
606962,20132,
606853,30482,2022-03-31 23:59:59.000 Z
604999,359491,2022-12-31 23:59:59.000 Z
606975,111353,
606968,437378,2022-03-27 23:59:59.000 Z
606971,437378,2022-03-27 23:59:59.000 Z
606972,22637,
606970,437378,2022-03-27 23:59:59.000 Z
606965,416447,
606808,153389,2022-03-07 23:59:59.000 Z
606940,386180,2022-03-09 23:59:59.000 Z
606899,1909,
606898,1909,
606969,437378,2022-03-27 23:59:59.000 Z
606966,416447,
606973,111353,
606964,394717,2022-03-26 23:59:59.000 Z
606982,337959,
606075,2593,
606988,205826,
606749,68504,2022-03-06 23:59:59.000 Z
606758,61427,2022-03-06 23:59:59.000 Z
606820,405471,2022-03-13 23:59:59.000 Z
606986,205826,
606977,2593,
606984,106063,
606985,106063,
606976,2593,2022-03-31 23:59:59.000 Z
606980,2593,
606987,205826,
606983,106063,
606979,2593,
606978,2593,
605126,4654,
606322,13870,2022-03-08 23:59:59.000 Z
606894,1909,
606818,1909,
606843,30482,
606891,445207,2022-04-01 23:59:59.000 Z
606874,184674,
606830,30482,
606600,107394,
606900,1909,
606267,107394,2022-03-11 23:59:59.000 Z
606838,153389,
605190,418341,2022-03-15 23:59:59.000 Z
606103,3426,2022-12-31 23:59:59.000 Z
605504,2500,2022-03-07 23:59:59.000 Z
605240,87917,
605241,87917,
606182,13259,2022-03-11 23:59:59.000 Z
606183,310513,
605956,381476,2022-02-28 23:59:59.000 Z
605622,398787,2022-02-24 23:59:59.000 Z
605957,10865,2022-02-27 23:59:59.000 Z
605958,3032,2022-02-22 23:59:59.000 Z
605842,2826,2022-02-24 23:59:59.000 Z
606119,1909,
606058,1872,
606062,444700,2022-03-04 23:59:59.000 Z
606042,14385,
606205,1872,
606200,30482,2022-03-01 23:59:59.000 Z
606066,172095,2023-01-31 23:59:59.000 Z
606131,3568,2022-02-25 23:59:59.000 Z
606067,375457,2022-03-07 23:59:59.000 Z
606212,3568,2022-03-05 23:59:59.000 Z
606068,379575,2022-03-01 23:59:59.000 Z
605949,396772,2022-02-24 23:59:59.000 Z
605930,17376,2022-03-02 23:59:59.000 Z
606148,62800,2022-03-03 23:59:59.000 Z
606147,62800,2022-03-03 23:59:59.000 Z
606153,62800,2022-03-03 23:59:59.000 Z
605853,151481,2022-02-22 23:59:59.000 Z
606156,62800,
606151,62800,2022-03-03 23:59:59.000 Z
606154,62800,2022-03-03 23:59:59.000 Z
606152,62800,2022-03-03 23:59:59.000 Z
606143,62800,2022-03-06 23:59:59.000 Z
606155,62800,2022-03-03 23:59:59.000 Z
606144,62800,2022-03-03 23:59:59.000 Z
606146,62800,2022-03-03 23:59:59.000 Z
605933,2518,2022-03-05 23:59:59.000 Z
606145,62800,2022-03-03 23:59:59.000 Z
605934,134202,2022-02-24 08:41:46.560 Z
606089,114564,2022-03-03 23:59:59.000 Z
606014,5801,
606159,134202,2022-03-20 23:59:59.000 Z
605936,445275,2022-02-22 23:59:59.000 Z
605381,54241,2022-02-27 23:59:59.000 Z
605471,134202,
606162,3735,2022-05-01 23:59:59.000 Z
605969,170351,2022-02-23 23:59:59.000 Z
605937,430017,2022-02-27 23:59:59.000 Z
605941,71184,2022-02-23 23:59:59.000 Z
605968,413176,2022-02-28 23:59:59.000 Z
606078,114564,2022-02-24 23:59:59.000 Z
605273,14583,2022-02-28 23:59:59.000 Z
605944,376290,2022-02-25 23:59:59.000 Z
605411,1909,
605275,3777,2022-02-28 23:59:59.000 Z
605276,479435,2022-02-28 23:59:59.000 Z
605332,1872,2022-02-19 23:59:59.000 Z
605413,1872,2022-02-19 23:59:59.000 Z
605334,1872,2022-02-19 23:59:59.000 Z
605287,452214,2022-02-12 23:59:59.000 Z
605284,6192,2022-02-14 23:59:59.000 Z
605286,375587,2022-02-13 23:59:59.000 Z
605412,1909,2022-02-21 23:59:59.000 Z
605164,376773,
605292,3513,2022-02-18 23:59:59.000 Z
605314,61427,2022-02-14 23:59:59.000 Z
605289,9282,2022-02-15 23:59:59.000 Z
605420,1909,
605290,2661,2022-02-14 23:59:59.000 Z
605346,463018,2022-02-14 23:59:59.000 Z
605424,1909,2022-02-16 23:59:59.000 Z
605298,475257,2022-02-17 23:59:59.000 Z
605297,154646,2022-02-28 23:59:59.000 Z
605296,376747,2022-02-13 23:59:59.000 Z
605364,2551,2022-02-27 23:59:59.000 Z
605304,3706,2022-04-30 23:59:59.000 Z
604955,70992,2022-02-13 23:59:59.000 Z
605367,445573,2022-02-17 23:59:59.000 Z
605354,393896,2022-02-14 23:59:59.000 Z
605378,54241,2022-02-20 23:59:59.000 Z
605355,30482,2022-02-17 23:59:59.000 Z
605305,435729,2022-02-15 23:59:59.000 Z
605306,51960,2022-02-16 23:59:59.000 Z
605477,1909,
605478,1909,
605254,232869,2022-04-30 23:59:59.000 Z
605222,471108,2022-02-17 23:59:59.000 Z
605476,1909,
605338,5729,2022-02-15 23:59:59.000 Z
605442,420183,
605427,375587,2022-02-15 23:59:59.000 Z
605394,3607,2022-02-15 23:59:59.000 Z
604988,89895,2022-02-15 23:59:59.000 Z
605181,391310,2022-02-16 23:59:59.000 Z
605192,110917,2022-02-11 23:59:59.000 Z
605193,376134,2022-02-16 23:59:59.000 Z
604927,8060,2022-02-10 23:59:59.000 Z
605180,1805,2022-02-18 23:59:59.000 Z
605326,3568,2022-02-19 23:59:59.000 Z
605324,1805,2022-02-18 23:59:59.000 Z
605288,3568,2022-02-12 23:59:59.000 Z
605199,8254,2022-02-12 23:59:59.000 Z
605329,8254,2022-02-19 23:59:59.000 Z
606904,2792,
606911,370480,
606913,370480,
606907,27537,
606908,370480,
606906,27537,
606999,103641,
606713,5668,
606174,111214,2022-04-18 23:59:59.000 Z
606335,302700,2022-03-05 23:59:59.000 Z
606363,3063,2022-03-06 23:59:59.000 Z
606181,391310,2022-03-07 23:59:59.000 Z
606840,3063,2022-03-12 23:59:59.000 Z
606933,1909,
606996,47766,
606750,170351,2022-03-06 23:59:59.000 Z
606930,1909,
606856,3063,2022-03-12 23:59:59.000 Z
607001,55623,2022-04-01 23:59:59.000 Z
606995,361534,2022-03-20 23:59:59.000 Z
605040,497069,2022-02-28 23:59:59.000 Z
605030,30482,
605073,2510,
605038,3426,2022-03-31 23:59:59.000 Z
604929,1909,
606861,376721,
606812,376721,2022-03-12 23:59:59.000 Z
606912,370480,
606905,2792,
606819,25531,
606910,370480,
606728,9180,2022-03-07 23:59:59.000 Z
606727,20193,2022-03-07 23:59:59.000 Z
606760,386180,
606925,1909,
606735,10496,2022-03-31 23:59:59.000 Z
606902,1909,2022-03-13 23:59:59.000 Z
606732,377859,2022-03-31 23:59:59.000 Z
606883,2500,2022-04-18 23:59:59.000 Z
606731,376755,2022-03-14 23:59:59.000 Z
606585,115840,
606557,314675,2022-06-30 23:59:59.000 Z
606491,6997,2022-03-03 23:59:59.000 Z
606714,140209,2022-04-03 23:59:59.000 Z
606737,375587,2022-03-08 23:59:59.000 Z
606736,375981,2022-06-30 23:59:59.000 Z
606929,1909,
606761,386180,
606740,440823,2022-03-31 23:59:59.000 Z
606798,386180,
606741,291912,2022-03-08 23:59:59.000 Z
606739,402723,2022-03-10 23:59:59.000 Z
606935,376135,2022-03-09 23:59:59.000 Z
606738,386340,2022-03-08 23:59:59.000 Z
606759,140266,2022-03-13 23:59:59.000 Z
606720,17409,2022-03-10 23:59:59.000 Z
606718,3607,2022-03-07 23:59:59.000 Z
606823,1909,
606821,1909,
606828,1909,
606706,19501,2022-03-07 23:59:59.000 Z
606603,2500,2022-04-30 23:59:59.000 Z
606882,62800,
606709,398787,2022-03-08 23:59:59.000 Z
606779,54241,2022-04-06 23:59:59.000 Z
606708,152067,2022-03-07 23:59:59.000 Z
606711,115830,2022-03-13 23:59:59.000 Z
606013,5801,
606258,88594,2022-03-14 23:59:59.000 Z
606751,384530,2022-04-18 23:59:59.000 Z
606824,140943,
606696,114564,2022-03-10 23:59:59.000 Z
606802,381476,2022-03-08 23:59:59.000 Z
606694,463888,2022-03-10 23:59:59.000 Z
606693,465852,2022-03-10 23:59:59.000 Z
606697,15318,2022-03-11 23:59:59.000 Z
606659,375764,2022-03-08 23:59:59.000 Z
606699,352986,2022-03-08 23:59:59.000 Z
606863,302700,2022-03-12 23:59:59.000 Z
606876,11395,2022-03-13 23:59:59.000 Z
606483,2826,2023-01-01 23:59:59.000 Z
606704,375984,2022-03-06 23:59:59.000 Z
606065,3896,
606705,17512,2022-03-07 23:59:59.000 Z
605951,1779,2022-02-27 23:59:59.000 Z
605846,55623,2022-02-21 23:59:59.000 Z
605656,3096,2022-02-22 23:59:59.000 Z
606019,343169,
605844,416646,2022-02-27 23:59:59.000 Z
605880,447216,2022-02-23 23:59:59.000 Z
605669,3095,2022-02-22 23:59:59.000 Z
605964,2515,2022-02-27 23:59:59.000 Z
605917,3341,2022-02-23 23:59:59.000 Z
605572,2944,2022-03-03 23:59:59.000 Z
606035,1909,
605667,3889,2022-02-22 23:59:59.000 Z
605847,5906,2022-02-21 23:59:59.000 Z
606015,2931,2022-03-31 23:59:59.000 Z
605608,4976,2022-02-21 23:59:59.000 Z
605366,64337,2022-02-21 23:59:59.000 Z
605919,3568,2022-02-22 23:59:59.000 Z
605782,2246,2022-02-21 23:59:59.000 Z
605832,83982,2022-02-22 23:59:59.000 Z
606037,1909,2022-02-27 23:59:59.000 Z
605852,489366,2022-04-30 23:59:59.000 Z
605909,1805,2022-02-23 23:59:59.000 Z
605806,463018,2022-02-21 23:59:59.000 Z
605819,434666,2022-02-22 23:59:59.000 Z
605438,2510,2022-02-24 23:59:59.000 Z
605848,2001,2022-02-25 23:59:59.000 Z
605851,3063,2022-02-21 23:59:59.000 Z
605854,2687,2022-02-28 23:59:59.000 Z
605942,51960,2022-02-23 23:59:59.000 Z
606016,1872,2022-02-26 23:59:59.000 Z
605858,457531,2022-02-21 23:59:59.000 Z
605657,3479,2022-02-22 23:59:59.000 Z
605862,4925,2022-02-22 23:59:59.000 Z
605985,30482,2022-02-26 23:59:59.000 Z
605861,9866,2022-03-31 23:59:59.000 Z
605860,497525,2022-02-21 23:59:59.000 Z
605025,396634,2022-02-28 23:59:59.000 Z
605094,3426,2022-12-31 23:59:59.000 Z
605026,393926,2022-02-13 23:59:59.000 Z
605255,418341,
605027,86599,2022-02-13 23:59:59.000 Z
605028,29573,2022-02-08 23:59:59.000 Z
605029,79578,2022-02-09 23:59:59.000 Z
605039,32577,2022-02-18 23:59:59.000 Z
605268,114564,2022-02-17 23:59:59.000 Z
605231,30482,
605208,1909,
605005,6997,2022-02-08 23:59:59.000 Z
605215,1909,
605224,1909,
605214,1909,
605221,1909,
605207,1909,
605201,1909,
605200,1909,
605227,24752,
605203,1909,
605198,1909,
605042,3777,2022-02-28 23:59:59.000 Z
605041,447421,2022-02-11 23:59:59.000 Z
605044,3037,2023-02-09 23:59:59.000 Z
605225,1872,2022-02-12 23:59:59.000 Z
605047,20748,2022-03-15 23:59:59.000 Z
604968,1872,2022-02-12 23:59:59.000 Z
605130,1909,
604960,376158,2022-02-11 23:59:59.000 Z
605149,1909,
604956,463018,2022-02-13 23:59:59.000 Z
604952,130298,2022-02-15 23:59:59.000 Z
604961,140150,2022-02-15 23:59:59.000 Z
604951,237943,2022-02-14 23:59:59.000 Z
605135,1909,2022-02-21 23:59:59.000 Z
604964,107394,2022-02-22 23:59:59.000 Z
605856,1909,
605857,1909,
605737,427303,2022-02-22 23:59:59.000 Z
605551,105816,2022-02-18 23:59:59.000 Z
605685,14385,2022-02-22 23:59:59.000 Z
605376,2510,2022-02-21 23:59:59.000 Z
605684,445171,2022-02-22 23:59:59.000 Z
605686,443952,2022-02-22 23:59:59.000 Z
605687,8224,2022-02-21 23:59:59.000 Z
605840,1909,
605567,7136,2022-02-20 23:59:59.000 Z
605802,61427,2022-02-20 23:59:59.000 Z
605688,86595,2022-02-21 23:59:59.000 Z
605337,442149,2022-02-20 23:59:59.000 Z
605815,3063,2022-02-26 23:59:59.000 Z
604967,64337,2022-04-01 23:59:59.000 Z
605804,11565,2022-02-20 23:59:59.000 Z
605717,5801,2022-02-20 23:59:59.000 Z
605718,5801,
605754,154648,2022-02-22 23:59:59.000 Z
605704,2630,2022-02-22 23:59:59.000 Z
605760,2311,2022-02-22 23:59:59.000 Z
605762,33351,2022-02-24 23:59:59.000 Z
605783,394566,2022-02-28 23:59:59.000 Z
605769,3415,2022-02-22 23:59:59.000 Z
605752,13399,2022-02-22 23:59:59.000 Z
605517,6355,2022-03-31 23:59:59.000 Z
605841,1909,2022-02-21 23:59:59.000 Z
605756,2661,2022-02-24 23:59:59.000 Z
605763,38519,2022-02-22 23:59:59.000 Z
605824,30482,2022-02-25 23:59:59.000 Z
605755,42387,2022-03-16 23:59:59.000 Z
605784,118910,2022-02-21 23:59:59.000 Z
604969,437378,2022-02-20 23:59:59.000 Z
605499,21747,2022-02-21 23:59:59.000 Z
605594,237943,2022-02-21 23:59:59.000 Z
605595,1869,2022-03-02 23:59:59.000 Z
605589,8007,2022-02-24 23:59:59.000 Z
605654,5088,2022-02-28 23:59:59.000 Z
605285,106522,2022-02-22 23:59:59.000 Z
605664,3092,2022-02-22 23:59:59.000 Z
605666,3480,2022-02-22 23:59:59.000 Z
605662,3022,2022-02-22 23:59:59.000 Z
605658,4647,2022-02-22 23:59:59.000 Z
605665,3091,2022-02-22 23:59:59.000 Z
605663,23369,2022-02-22 23:59:59.000 Z
605821,1909,
605814,3513,2022-03-04 23:59:59.000 Z
605694,6325,2022-02-19 23:59:59.000 Z
605571,3379,
605838,1909,
605698,3486,2022-02-21 23:59:59.000 Z
605673,32212,2022-02-22 23:59:59.000 Z
605778,2527,
605099,3379,
605765,434666,
605771,1909,
605682,375587,
605695,1909,
605817,30482,
605670,20193,2022-02-22 23:59:59.000 Z
605702,1909,
605793,3063,
605837,1909,
605674,117066,2022-02-22 23:59:59.000 Z
605835,1909,
605803,30482,
605836,1909,
605818,30482,
605796,333763,
605574,4828,
605697,3063,
605683,454013,2022-03-21 23:59:59.000 Z
605701,8224,2022-02-21 23:59:59.000 Z
605700,467634,2022-02-22 23:59:59.000 Z
605680,184620,2022-02-28 23:59:59.000 Z
605690,398787,2022-02-23 23:59:59.000 Z
605681,5531,2022-02-22 23:59:59.000 Z
605699,265428,2022-02-24 23:59:59.000 Z
605678,12487,2022-02-21 23:59:59.000 Z
605696,118391,2022-02-22 23:59:59.000 Z
605676,5234,2022-03-22 23:59:59.000 Z
605679,400106,2022-02-21 23:59:59.000 Z
605839,1909,
605677,11338,2022-02-22 23:59:59.000 Z
605757,3894,2022-02-20 23:59:59.000 Z
605789,2688,2022-02-28 23:59:59.000 Z
605569,11480,2022-02-21 23:59:59.000 Z
605568,376773,2022-02-21 23:59:59.000 Z
605414,11565,2022-02-19 23:59:59.000 Z
605761,32577,2022-02-20 23:59:59.000 Z
605579,475894,2022-03-01 23:59:59.000 Z
605816,3568,2022-02-18 23:59:59.000 Z
605445,34143,2022-02-20 23:59:59.000 Z
605577,475894,
605585,152067,2022-02-21 23:59:59.000 Z
605580,22715,2022-02-21 23:59:59.000 Z
605581,7252,2022-02-21 23:59:59.000 Z
605582,2694,2022-02-21 23:59:59.000 Z
605395,458627,2022-02-14 23:59:59.000 Z
605642,2539,2022-02-21 23:59:59.000 Z
605535,451615,
605402,23391,2022-02-14 23:59:59.000 Z
605400,2527,2022-02-19 23:59:59.000 Z
605015,49306,2022-02-16 14:07:24.177 Z
605336,7647,2022-02-14 23:59:59.000 Z
605538,1909,
605529,1909,2022-02-21 23:59:59.000 Z
605021,134202,
605167,62800,2022-02-10 23:59:59.000 Z
605160,56615,
605159,2422,
605096,130933,2022-02-14 23:59:59.000 Z
605106,26815,2022-02-15 23:59:59.000 Z
605104,54241,2022-02-24 23:59:59.000 Z
605112,115395,2022-02-16 23:59:59.000 Z
605107,444498,2022-02-14 23:59:59.000 Z
605117,414524,2022-02-28 23:59:59.000 Z
605131,3607,2022-02-10 23:59:59.000 Z
605124,64921,2022-02-14 23:59:59.000 Z
605299,1909,2022-02-14 23:59:59.000 Z
605212,2714,2022-02-13 23:59:59.000 Z
605059,221900,2022-02-09 23:59:59.000 Z
605061,88594,2022-02-13 23:59:59.000 Z
605083,221900,
605246,140209,2022-02-14 23:59:59.000 Z
605278,1909,
605279,1909,
605136,3513,2022-04-01 23:59:59.000 Z
605080,452214,2022-02-11 23:59:59.000 Z
605157,3568,2022-02-10 23:59:59.000 Z
605281,6192,2022-02-15 23:59:59.000 Z
605280,1909,2022-02-14 23:59:59.000 Z
604946,2453,2022-02-28 23:59:59.000 Z
605066,107912,2022-02-21 23:59:59.000 Z
605065,201596,2022-02-22 23:59:59.000 Z
605144,3513,2022-02-25 23:59:59.000 Z
605229,1909,2022-02-14 23:59:59.000 Z
605064,3568,2022-02-09 23:59:59.000 Z
604977,237943,2022-02-16 23:59:59.000 Z
604945,105236,2022-03-01 23:59:59.000 Z
605045,445207,2022-03-31 23:59:59.000 Z
605127,3063,
604950,22391,2022-02-10 23:59:59.000 Z
604943,319228,2022-02-14 23:59:59.000 Z
604947,370480,2022-02-22 23:59:59.000 Z
604941,460099,2022-02-10 23:59:59.000 Z
604944,3338,2022-02-09 23:59:59.000 Z
605537,451615,
605536,451615,
605211,140266,2022-02-14 23:59:59.000 Z
605266,30482,2022-02-14 23:59:59.000 Z
605082,154646,2022-02-28 23:59:59.000 Z
605291,1909,
605070,92005,2022-02-12 23:59:59.000 Z
605209,475257,2022-02-27 23:59:59.000 Z
605074,2550,2022-12-30 23:59:59.000 Z
605294,1909,
605076,6325,2022-02-27 23:59:59.000 Z
604995,1872,2022-02-28 23:59:59.000 Z
605078,1829,2022-02-23 23:59:59.000 Z
605081,57173,2022-03-01 23:59:59.000 Z
605086,95089,2022-02-23 23:59:59.000 Z
605088,2510,2022-02-13 23:59:59.000 Z
605302,1829,2022-02-23 23:59:59.000 Z
605093,424912,2022-02-22 23:59:59.000 Z
605077,113746,2022-02-10 23:59:59.000 Z
605095,141014,
605134,20193,2022-02-13 23:59:59.000 Z
605098,25695,2022-02-16 23:59:59.000 Z
605100,175695,2022-03-31 23:59:59.000 Z
605010,20193,2022-02-09 23:59:59.000 Z
604997,3513,2022-02-22 23:59:59.000 Z
605105,381476,2022-02-15 23:59:59.000 Z
604935,12286,2022-02-28 23:59:59.000 Z
605122,2523,2022-02-13 23:59:59.000 Z
605068,3568,2022-02-09 23:59:59.000 Z
604938,435625,2022-03-17 23:59:59.000 Z
605071,30482,2022-02-12 23:59:59.000 Z
